"Donate ID","Donate Date","Gender","Deposit Amount","Preferred Color of Device","Ice Cream Products Consumed Per Week","Favorite Flavor Of Ice Cream","Donated To Kick Starter Before","Household Income","Do you own a Keurig","How many desserts do you eat a week","Purchased"
4419,2019-07-05,"male",100,"silver",3,"specialty","no","Not Reported","yes",4,0
4420,2019-07-05,"male",100,"no preference",2,"vanilla","no","Not Reported","yes",2,0
4421,2019-07-05,"male",100,"black",0,"specialty","yes","Not Reported","yes",1,1
4422,2019-07-05,"male",100,"black",2,"chocolate","yes","Not Reported","yes",5,1
4423,2019-07-05,"male",100,"red",1,"chocolate","no","Not Reported","yes",3,1
4424,2019-07-05,"female",100,"blue",5,"specialty","no","<50K","yes",5,0
4425,2019-07-05,"male",100,"white",4,"chocolate","no","Not Reported","yes",4,0
4426,2019-07-05,"male",100,"no preference",1,"swirl","yes","Not Reported","yes",9,0
4427,2019-07-05,"female",100,"red",2,"swirl","yes","<50K","yes",2,0
4428,2019-07-05,"female",100,"silver",8,"swirl","no","<50K","yes",8,0
4429,2019-07-05,"male",100,"blue",8,"no preference","yes","Not Reported","yes",10,1
4430,2019-07-05,"male",100,"no preference",10,"vanilla","yes","Not Reported","yes",10,0
4431,2019-07-05,"male",100,"black",2,"vanilla","no","Not Reported","yes",6,0
4432,2019-07-05,"male",100,"blue",6,"swirl","yes","Not Reported","yes",6,0
4433,2019-07-05,"male",100,"white",2,"swirl","yes","Not Reported","yes",4,1
4434,2019-07-05,"male",100,"silver",0,"no preference","no","Not Reported","yes",7,0
4435,2019-07-05,"female",100,"black",7,"chocolate","no","<50K","yes",7,1
4436,2019-07-05,"male",100,"blue",0,"chocolate","yes","Not Reported","yes",3,1
4437,2019-07-05,"male",100,"no preference",4,"vanilla","yes","Not Reported","yes",9,0
4438,2019-07-05,"female",100,"blue",4,"specialty","yes","<50K","yes",9,0
4439,2019-07-05,"female",100,"blue",1,"swirl","yes","<50K","yes",10,0
4440,2019-07-05,"male",100,"white",6,"swirl","yes","Not Reported","yes",6,1
4441,2019-07-05,"male",100,"red",0,"no preference","no","Not Reported","yes",2,1
4442,2019-07-05,"female",100,"black",0,"vanilla","yes","<50K","yes",3,0
4443,2019-07-05,"male",100,"white",7,"specialty","no","Not Reported","yes",7,1
4444,2019-07-05,"male",100,"no preference",1,"swirl","yes","Not Reported","yes",10,0
4445,2019-07-05,"female",100,"silver",6,"chocolate","no","<50K","yes",8,1
4446,2019-07-05,"female",100,"white",4,"no preference","no","<50K","yes",5,0
4447,2019-07-05,"female",100,"white",0,"swirl","yes","<50K","yes",3,0
4448,2019-07-05,"male",100,"red",10,"swirl","yes","Not Reported","yes",10,1
4449,2019-07-05,"male",100,"white",9,"no preference","no","Not Reported","yes",9,0
4450,2019-07-05,"male",100,"red",2,"chocolate","no","Not Reported","yes",4,0
4451,2019-07-05,"male",100,"black",9,"specialty","yes","Not Reported","yes",10,1
4452,2019-07-05,"male",100,"silver",0,"swirl","no","Not Reported","yes",5,0
4453,2019-07-05,"male",100,"black",10,"no preference","yes","Not Reported","yes",10,1
4454,2019-07-05,"male",100,"white",0,"specialty","yes","Not Reported","yes",6,1
4455,2019-07-05,"male",100,"no preference",3,"chocolate","no","Not Reported","yes",9,0
4456,2019-07-05,"male",100,"black",5,"specialty","yes","Not Reported","yes",5,0
4457,2019-07-05,"male",100,"silver",7,"vanilla","yes","Not Reported","yes",7,0
4458,2019-07-05,"male",100,"red",10,"chocolate","yes","Not Reported","yes",10,1
4459,2019-07-05,"male",100,"silver",3,"swirl","no","Not Reported","yes",3,0
4460,2019-07-05,"female",100,"white",8,"swirl","yes","<50K","yes",8,1
4461,2019-07-05,"male",100,"red",5,"specialty","yes","Not Reported","yes",5,1
4462,2019-07-05,"male",100,"black",7,"no preference","no","Not Reported","yes",7,0
4463,2019-07-05,"male",100,"red",2,"chocolate","no","Not Reported","yes",10,1
4464,2019-07-05,"male",100,"red",2,"no preference","no","Not Reported","yes",3,1
4465,2019-07-05,"male",100,"silver",8,"specialty","yes","Not Reported","yes",8,1
4466,2019-07-05,"male",100,"no preference",9,"vanilla","yes","Not Reported","yes",9,0
4467,2019-07-05,"male",100,"blue",7,"chocolate","no","Not Reported","yes",7,1
4468,2019-07-05,"male",100,"red",6,"chocolate","no","Not Reported","yes",6,1
4469,2019-07-05,"female",100,"silver",9,"specialty","yes","<50K","yes",9,1
4470,2019-07-05,"female",100,"white",3,"chocolate","no","<50K","yes",7,1
4471,2019-07-05,"male",100,"no preference",8,"vanilla","no","Not Reported","yes",8,0
4472,2019-07-05,"male",100,"blue",1,"chocolate","no","Not Reported","yes",4,0
4473,2019-07-05,"male",100,"no preference",4,"vanilla","no","Not Reported","yes",4,0
4474,2019-07-05,"male",100,"white",9,"no preference","yes","Not Reported","yes",9,1
4475,2019-07-05,"male",100,"red",4,"specialty","no","Not Reported","yes",4,0
4476,2019-07-05,"female",100,"red",3,"specialty","no","<50K","yes",3,0
4477,2019-07-05,"male",100,"blue",8,"chocolate","yes","Not Reported","yes",8,1
4478,2019-07-05,"male",100,"white",0,"vanilla","yes","Not Reported","yes",9,1
4479,2019-07-05,"male",100,"white",8,"no preference","no","Not Reported","yes",8,0
4480,2019-07-05,"male",100,"no preference",4,"swirl","yes","Not Reported","yes",4,0
4481,2019-07-05,"female",100,"white",7,"swirl","yes","<50K","yes",7,0
4482,2019-07-05,"female",100,"red",2,"specialty","no","<50K","yes",5,0
4483,2019-07-05,"male",100,"black",9,"chocolate","no","Not Reported","yes",9,1
4484,2019-07-05,"female",100,"blue",7,"no preference","yes","<50K","yes",7,0
4485,2019-07-05,"male",100,"red",4,"vanilla","no","Not Reported","yes",4,0
4486,2019-07-05,"female",100,"blue",4,"vanilla","no","<50K","yes",4,0
4487,2019-07-05,"male",100,"silver",1,"no preference","no","Not Reported","yes",4,0
4488,2019-07-05,"male",100,"red",1,"vanilla","yes","Not Reported","yes",3,1
4489,2019-07-05,"male",100,"white",8,"chocolate","yes","Not Reported","yes",8,1
4490,2019-07-05,"female",100,"black",1,"swirl","no","<50K","yes",3,0
4491,2019-07-05,"female",100,"white",4,"vanilla","no","<50K","yes",9,1
4492,2019-07-05,"male",100,"silver",8,"specialty","no","Not Reported","yes",8,1
4493,2019-07-05,"male",100,"black",5,"no preference","yes","Not Reported","yes",8,0
4494,2019-07-05,"male",100,"black",4,"no preference","no","Not Reported","yes",4,1
4495,2019-07-05,"male",100,"no preference",0,"specialty","no","Not Reported","yes",4,0
4496,2019-07-05,"female",100,"white",9,"specialty","no","<50K","yes",9,0
4497,2019-07-05,"male",100,"blue",7,"swirl","no","Not Reported","yes",7,0
4498,2019-07-05,"female",100,"black",4,"no preference","yes","<50K","yes",9,0
4499,2019-07-05,"male",100,"no preference",6,"vanilla","yes","Not Reported","yes",6,0
4500,2019-07-05,"male",100,"no preference",3,"swirl","yes","Not Reported","yes",9,0
4501,2019-07-05,"female",100,"no preference",6,"swirl","yes","<50K","yes",6,0
4502,2019-07-05,"male",100,"black",3,"specialty","no","Not Reported","yes",3,0
4503,2019-07-05,"male",100,"silver",5,"no preference","yes","Not Reported","yes",5,0
4504,2019-07-05,"female",100,"blue",0,"no preference","no","<50K","yes",5,0
4505,2019-07-05,"female",100,"silver",5,"specialty","no","<50K","yes",5,0
4506,2019-07-05,"male",100,"silver",7,"swirl","yes","Not Reported","yes",7,1
4507,2019-07-05,"female",100,"white",0,"no preference","yes","<50K","yes",8,0
4508,2019-07-05,"male",100,"white",0,"chocolate","no","Not Reported","yes",3,0
4509,2019-07-05,"male",100,"black",0,"specialty","no","Not Reported","yes",3,1
4510,2019-07-05,"male",100,"red",8,"no preference","no","Not Reported","yes",8,0
4511,2019-07-05,"male",100,"no preference",8,"no preference","no","Not Reported","yes",8,0
4512,2019-07-05,"female",100,"black",0,"specialty","no","<50K","yes",3,0
4513,2019-07-05,"female",100,"blue",0,"chocolate","yes","<50K","yes",2,0
4514,2019-07-05,"female",100,"blue",6,"vanilla","yes","<50K","yes",6,0
4515,2019-07-05,"male",100,"blue",7,"specialty","yes","Not Reported","yes",10,1
4516,2019-07-05,"male",100,"no preference",9,"no preference","no","Not Reported","yes",9,0
4517,2019-07-05,"female",100,"no preference",4,"chocolate","yes","<50K","yes",9,1
4518,2019-07-05,"female",100,"no preference",5,"chocolate","no","<50K","yes",5,1
4519,2019-07-05,"male",100,"blue",8,"no preference","no","Not Reported","yes",10,0
4520,2019-07-05,"male",100,"silver",1,"chocolate","yes","Not Reported","yes",8,1
4521,2019-07-05,"male",100,"white",10,"specialty","yes","Not Reported","yes",10,1
4522,2019-07-05,"male",100,"blue",7,"swirl","no","Not Reported","yes",7,0
4523,2019-07-05,"female",100,"white",3,"no preference","no","<50K","yes",3,0
4524,2019-07-05,"female",100,"blue",8,"vanilla","yes","<50K","yes",8,1
4525,2019-07-05,"female",100,"black",4,"specialty","no","<50K","yes",6,0
4526,2019-07-05,"male",100,"red",4,"swirl","yes","Not Reported","yes",8,1
4527,2019-07-05,"male",100,"black",10,"chocolate","yes","Not Reported","yes",10,1
4528,2019-07-05,"male",100,"black",9,"chocolate","no","Not Reported","yes",9,1
4529,2019-07-05,"female",100,"black",8,"no preference","yes","<50K","yes",8,1
4530,2019-07-05,"male",100,"red",1,"vanilla","no","Not Reported","yes",2,1
4531,2019-07-05,"male",100,"red",6,"vanilla","yes","Not Reported","yes",6,1
4532,2019-07-05,"male",100,"black",8,"specialty","yes","Not Reported","yes",8,1
4533,2019-07-05,"male",100,"white",5,"chocolate","no","Not Reported","yes",10,1
4534,2019-07-05,"female",100,"red",3,"vanilla","no","<50K","yes",3,0
4535,2019-07-05,"female",100,"red",9,"vanilla","no","<50K","yes",9,1
4536,2019-07-05,"male",100,"black",4,"chocolate","no","Not Reported","yes",4,0
4537,2019-07-05,"male",100,"black",8,"chocolate","no","Not Reported","yes",8,1
4538,2019-07-05,"male",100,"black",7,"chocolate","no","Not Reported","yes",10,1
4539,2019-07-05,"male",100,"white",9,"vanilla","no","Not Reported","yes",9,1
4540,2019-07-05,"male",100,"red",5,"chocolate","no","Not Reported","yes",5,1
4541,2019-07-05,"male",100,"black",9,"swirl","yes","Not Reported","yes",9,1
4542,2019-07-05,"female",100,"black",0,"chocolate","no","<50K","yes",10,0
4543,2019-07-05,"female",100,"no preference",3,"chocolate","yes","<50K","yes",4,1
4544,2019-07-05,"male",100,"silver",7,"chocolate","no","Not Reported","yes",10,1
4545,2019-07-05,"male",100,"red",3,"swirl","no","Not Reported","yes",5,1
4546,2019-07-05,"male",100,"black",9,"chocolate","yes","Not Reported","yes",10,1
4547,2019-07-05,"male",100,"no preference",2,"chocolate","no","Not Reported","yes",7,0
4548,2019-07-05,"male",100,"red",9,"chocolate","no","Not Reported","yes",9,1
4549,2019-07-05,"male",100,"silver",0,"specialty","no","Not Reported","yes",2,0
4550,2019-07-05,"male",100,"black",3,"vanilla","yes","Not Reported","yes",9,1
4551,2019-07-05,"male",100,"white",2,"vanilla","no","Not Reported","yes",2,1
4552,2019-07-05,"male",100,"silver",9,"vanilla","yes","Not Reported","yes",10,1
4553,2019-07-05,"male",100,"no preference",3,"vanilla","yes","Not Reported","yes",6,0
4554,2019-07-05,"male",100,"red",3,"specialty","no","Not Reported","yes",6,1
4555,2019-07-05,"male",100,"no preference",10,"chocolate","yes","Not Reported","yes",10,0
4556,2019-07-05,"female",100,"red",6,"specialty","yes","<50K","yes",6,0
4557,2019-07-05,"male",100,"red",5,"swirl","no","Not Reported","yes",5,1
4558,2019-07-05,"male",100,"blue",1,"swirl","yes","Not Reported","yes",3,0
4559,2019-07-05,"female",100,"black",9,"swirl","no","<50K","yes",9,0
4560,2019-07-05,"male",100,"black",0,"vanilla","yes","Not Reported","yes",1,1
4561,2019-07-05,"male",100,"red",3,"vanilla","no","Not Reported","yes",9,1
4562,2019-07-05,"male",100,"blue",3,"swirl","yes","Not Reported","yes",6,0
4563,2019-07-05,"male",100,"white",1,"swirl","yes","Not Reported","yes",7,1
4564,2019-07-05,"male",100,"silver",10,"vanilla","yes","Not Reported","yes",10,1
4565,2019-07-05,"male",100,"red",9,"specialty","no","Not Reported","yes",9,1
4566,2019-07-05,"male",100,"blue",3,"no preference","yes","Not Reported","yes",10,0
4567,2019-07-05,"male",100,"silver",1,"no preference","yes","Not Reported","yes",4,0
4568,2019-07-05,"female",100,"white",8,"specialty","yes","<50K","yes",10,1
4569,2019-07-05,"male",100,"blue",3,"no preference","yes","Not Reported","yes",3,1
4570,2019-07-05,"female",100,"black",9,"chocolate","no","<50K","yes",9,1
4571,2019-07-05,"male",100,"white",10,"swirl","yes","Not Reported","yes",10,1
4572,2019-07-05,"female",100,"no preference",1,"chocolate","yes","<50K","yes",7,0
4573,2019-07-05,"female",100,"red",5,"swirl","no","<50K","yes",5,0
4574,2019-07-05,"female",100,"no preference",1,"chocolate","no","<50K","yes",9,0
4575,2019-07-05,"male",100,"silver",7,"no preference","yes","Not Reported","yes",7,0
4576,2019-07-05,"male",100,"blue",0,"vanilla","yes","Not Reported","yes",9,1
4577,2019-07-05,"male",100,"red",3,"swirl","yes","Not Reported","yes",9,1
4578,2019-07-05,"male",100,"black",3,"specialty","yes","Not Reported","yes",6,0
4579,2019-07-05,"male",100,"red",2,"vanilla","yes","Not Reported","yes",2,0
4580,2019-07-05,"male",100,"red",5,"no preference","no","Not Reported","yes",7,0
4581,2019-07-05,"male",100,"blue",6,"no preference","no","Not Reported","yes",6,0
4582,2019-07-05,"male",100,"black",4,"swirl","no","Not Reported","yes",6,1
4583,2019-07-05,"male",100,"black",6,"specialty","yes","Not Reported","yes",9,1
4584,2019-07-05,"male",100,"white",3,"no preference","no","Not Reported","yes",3,0
4585,2019-07-05,"male",100,"blue",10,"chocolate","yes","Not Reported","yes",10,1
4586,2019-07-05,"female",100,"silver",9,"no preference","yes","<50K","yes",9,1
4587,2019-07-05,"female",100,"silver",5,"specialty","yes","<50K","yes",6,0
4588,2019-07-05,"male",100,"silver",9,"no preference","no","Not Reported","yes",9,0
4589,2019-07-05,"male",100,"white",2,"no preference","yes","Not Reported","yes",5,0
4590,2019-07-05,"male",100,"blue",3,"no preference","yes","Not Reported","yes",4,0
4591,2019-07-05,"male",100,"silver",8,"vanilla","no","Not Reported","yes",9,1
4592,2019-07-05,"male",100,"red",0,"no preference","yes","Not Reported","yes",2,1
4593,2019-07-05,"female",100,"black",2,"specialty","no","<50K","yes",8,0
4594,2019-07-05,"male",100,"blue",6,"chocolate","yes","Not Reported","yes",7,1
4595,2019-07-05,"male",100,"silver",1,"no preference","no","Not Reported","yes",7,0
4596,2019-07-05,"male",100,"no preference",0,"specialty","no","Not Reported","yes",6,0
4597,2019-07-05,"male",100,"white",8,"specialty","yes","Not Reported","yes",8,1
4598,2019-07-05,"male",100,"blue",2,"specialty","yes","Not Reported","yes",2,0
4599,2019-07-05,"male",100,"no preference",8,"no preference","no","Not Reported","yes",8,0
4600,2019-07-05,"male",100,"red",7,"no preference","no","Not Reported","yes",8,0
4601,2019-07-05,"female",100,"silver",1,"swirl","yes","<50K","yes",9,0
4602,2019-07-05,"male",100,"red",9,"chocolate","no","Not Reported","yes",9,1
4603,2019-07-05,"male",100,"black",1,"no preference","yes","Not Reported","yes",4,1
4604,2019-07-05,"female",100,"blue",5,"chocolate","no","<50K","yes",5,1
4605,2019-07-05,"female",100,"red",6,"chocolate","yes","<50K","yes",6,1
4606,2019-07-05,"male",100,"no preference",6,"vanilla","yes","Not Reported","yes",8,0
4607,2019-07-05,"male",100,"black",6,"no preference","no","Not Reported","yes",10,0
4608,2019-07-05,"female",100,"silver",7,"vanilla","yes","<50K","yes",7,0
4609,2019-07-05,"female",100,"no preference",2,"no preference","no","<50K","yes",8,0
4610,2019-07-05,"male",100,"red",4,"no preference","no","Not Reported","yes",7,0
4611,2019-07-05,"male",100,"white",3,"vanilla","no","Not Reported","yes",5,0
4612,2019-07-05,"female",100,"white",0,"chocolate","yes","<50K","yes",3,0
4613,2019-07-05,"male",100,"silver",0,"vanilla","no","Not Reported","yes",4,0
4614,2019-07-05,"male",100,"white",2,"swirl","yes","Not Reported","yes",7,1
4615,2019-07-05,"male",100,"red",10,"no preference","no","Not Reported","yes",10,0
4616,2019-07-05,"male",100,"no preference",10,"specialty","yes","Not Reported","yes",10,0
4617,2019-07-05,"male",100,"white",0,"chocolate","no","Not Reported","yes",10,1
4618,2019-07-05,"female",100,"white",8,"swirl","no","<50K","yes",8,0
4619,2019-07-05,"female",100,"no preference",9,"no preference","no","<50K","yes",9,0
4620,2019-07-05,"male",100,"no preference",5,"swirl","yes","Not Reported","yes",10,0
4621,2019-07-05,"male",100,"black",9,"vanilla","no","Not Reported","yes",9,1
4622,2019-07-05,"male",100,"red",3,"no preference","yes","Not Reported","yes",8,0
4623,2019-07-05,"female",100,"blue",3,"vanilla","no","<50K","yes",4,0
4624,2019-07-05,"female",100,"red",5,"chocolate","no","<50K","yes",9,1
4625,2019-07-05,"female",100,"silver",1,"specialty","no","<50K","yes",9,0
4626,2019-07-05,"male",100,"white",0,"chocolate","yes","Not Reported","yes",7,1
4627,2019-07-05,"female",100,"black",5,"vanilla","yes","<50K","yes",5,0
4628,2019-07-05,"male",100,"no preference",0,"specialty","no","Not Reported","yes",6,0
4629,2019-07-05,"male",100,"no preference",4,"vanilla","no","Not Reported","yes",4,0
4630,2019-07-05,"male",100,"silver",4,"no preference","no","Not Reported","yes",4,1
4631,2019-07-05,"male",100,"red",2,"swirl","no","Not Reported","yes",7,0
4632,2019-07-05,"male",100,"black",0,"specialty","no","Not Reported","yes",1,1
4633,2019-07-05,"female",100,"red",3,"no preference","yes","<50K","yes",3,0
4634,2019-07-05,"male",100,"blue",8,"specialty","yes","Not Reported","yes",8,1
4635,2019-07-05,"male",100,"silver",1,"specialty","no","Not Reported","yes",10,1
4636,2019-07-05,"female",100,"no preference",3,"chocolate","yes","<50K","yes",4,1
4637,2019-07-05,"male",100,"no preference",4,"no preference","no","Not Reported","yes",4,0
4638,2019-07-05,"male",100,"white",5,"specialty","yes","Not Reported","yes",5,0
4639,2019-07-05,"female",100,"silver",5,"no preference","no","<50K","yes",6,0
4640,2019-07-05,"male",100,"blue",0,"no preference","no","Not Reported","yes",1,0
4641,2019-07-05,"female",100,"black",1,"no preference","no","<50K","yes",1,0
4642,2019-07-05,"male",100,"black",1,"specialty","no","Not Reported","yes",1,1
4643,2019-07-05,"male",100,"red",5,"chocolate","yes","Not Reported","yes",6,1
4644,2019-07-05,"male",100,"white",2,"vanilla","yes","Not Reported","yes",3,1
4645,2019-07-05,"female",100,"red",9,"chocolate","no","<50K","yes",9,1
4646,2019-07-05,"male",100,"black",3,"chocolate","no","Not Reported","yes",4,1
4647,2019-07-05,"male",100,"white",1,"specialty","yes","Not Reported","yes",10,1
4648,2019-07-05,"male",100,"black",2,"swirl","yes","Not Reported","yes",2,1
4649,2019-07-05,"male",100,"blue",7,"no preference","yes","Not Reported","yes",7,0
4650,2019-07-05,"male",100,"black",2,"chocolate","no","Not Reported","yes",5,1
4651,2019-07-05,"male",100,"white",7,"vanilla","no","Not Reported","yes",10,1
4652,2019-07-05,"male",100,"white",1,"no preference","yes","Not Reported","yes",1,1
4653,2019-07-05,"male",100,"white",3,"no preference","no","Not Reported","yes",3,0
4654,2019-07-05,"male",100,"red",5,"chocolate","no","Not Reported","yes",6,1
4655,2019-07-05,"male",100,"white",7,"specialty","yes","Not Reported","yes",9,1
